CandidateName,Year,StateName,CountyName,Count
George W. Bush,2000,California,Amador,8766
Ralph Nader,2000,California,Amador,584
Other,2000,California,Amador,208
Al Gore,2000,California,Butte,31338
George W. Bush,2000,California,Butte,45584
Ralph Nader,2000,California,Butte,5727
Other,2000,California,Butte,1072
Al Gore,2000,California,Calaveras,7093
George W. Bush,2000,California,Calaveras,10599
Ralph Nader,2000,California,Calaveras,863
Other,2000,California,Calaveras,321
Al Gore,2000,California,Colusa,1745
George W. Bush,2000,California,Colusa,3629
Ralph Nader,2000,California,Colusa,151
Other,2000,California,Colusa,65
Al Gore,2000,California,Contra Costa,224338
George W. Bush,2000,California,Contra Costa,141373
Ralph Nader,2000,California,Contra Costa,13067
Other,2000,California,Contra Costa,2700
Al Gore,2000,California,Del Norte,3117
George W. Bush,2000,California,Del Norte,4526
Ralph Nader,2000,California,Del Norte,485
Other,2000,California,Del Norte,166
Al Gore,2000,California,El Dorado,26220
George W. Bush,2000,California,El Dorado,42045
Ralph Nader,2000,California,El Dorado,3013
Other,2000,California,El Dorado,858
Al Gore,2000,California,Fresno,95059
George W. Bush,2000,California,Fresno,117342
Ralph Nader,2000,California,Fresno,6541
Other,2000,California,Fresno,1893
Al Gore,2000,California,Glenn,2498
George W. Bush,2000,California,Glenn,5795
Ralph Nader,2000,California,Glenn,268
Other,2000,California,Glenn,150
Al Gore,2000,California,Humboldt,24851
George W. Bush,2000,California,Humboldt,23219
Ralph Nader,2000,California,Humboldt,7100
Other,2000,California,Humboldt,802
Al Gore,2000,California,Imperial,15489
George W. Bush,2000,California,Imperial,12524
Ralph Nader,2000,California,Imperial,608
Other,2000,California,Imperial,316
Al Gore,2000,California,Inyo,2652
George W. Bush,2000,California,Inyo,4713
Ralph Nader,2000,California,Inyo,344
Other,2000,California,Inyo,106
Al Gore,2000,California,Kern,66003
George W. Bush,2000,California,Kern,110663
Ralph Nader,2000,California,Kern,3474
Other,2000,California,Kern,2168
Al Gore,2000,California,Kings,11041
George W. Bush,2000,California,Kings,16377
Ralph Nader,2000,California,Kings,567
Other,2000,California,Kings,350
Al Gore,2000,California,Lake,10717
George W. Bush,2000,California,Lake,8699
Ralph Nader,2000,California,Lake,1265
Other,2000,California,Lake,238
Al Gore,2000,California,Lassen,2982
George W. Bush,2000,California,Lassen,7080
Ralph Nader,2000,California,Lassen,339
Other,2000,California,Lassen,185
Al Gore,2000,California,Los Angeles,1710505
George W. Bush,2000,California,Los Angeles,871930
Ralph Nader,2000,California,Los Angeles,83731
Other,2000,California,Los Angeles,28988
Al Gore,2000,California,Madera,11650
George W. Bush,2000,California,Madera,20283
Ralph Nader,2000,California,Madera,1080
Other,2000,California,Madera,382
Al Gore,2000,California,Marin,79135
George W. Bush,2000,California,Marin,34872
Ralph Nader,2000,California,Marin,8289
Other,2000,California,Marin,859
Al Gore,2000,California,Mariposa,2816
George W. Bush,2000,California,Mariposa,4727
Ralph Nader,2000,California,Mariposa,379
Other,2000,California,Mariposa,152
Al Gore,2000,California,Mendocino,16634
George W. Bush,2000,California,Mendocino,12272
Ralph Nader,2000,California,Mendocino,5051
Other,2000,California,Mendocino,453
Al Gore,2000,California,Merced,22726
George W. Bush,2000,California,Merced,26102
Ralph Nader,2000,California,Merced,1166
Other,2000,California,Merced,424
Al Gore,2000,California,Modoc,945
George W. Bush,2000,California,Modoc,2969
Ralph Nader,2000,California,Modoc,122
Other,2000,California,Modoc,71
Al Gore,2000,California,Mono,1788
George W. Bush,2000,California,Mono,2296
Ralph Nader,2000,California,Mono,230
Other,2000,California,Mono,57
Al Gore,2000,California,Monterey,67618
George W. Bush,2000,California,Monterey,43761
Ralph Nader,2000,California,Monterey,5059
Other,2000,California,Monterey,1096
Al Gore,2000,California,Napa,28097
George W. Bush,2000,California,Napa,20633
Ralph Nader,2000,California,Napa,2471
Other,2000,California,Napa,523
Al Gore,2000,California,Nevada,17670
George W. Bush,2000,California,Nevada,25998
Ralph Nader,2000,California,Nevada,3287
Other,2000,California,Nevada,524
Al Gore,2000,California,Orange,391819
George W. Bush,2000,California,Orange,541299
Ralph Nader,2000,California,Orange,26833
Other,2000,California,Orange,10954
Al Gore,2000,California,Placer,42449
George W. Bush,2000,California,Placer,69835
Ralph Nader,2000,California,Placer,4449
Other,2000,California,Placer,1066
Al Gore,2000,California,Plumas,3458
George W. Bush,2000,California,Plumas,6343
Ralph Nader,2000,California,Plumas,456
Other,2000,California,Plumas,144
Al Gore,2000,California,Riverside,202576
George W. Bush,2000,California,Riverside,231955
Ralph Nader,2000,California,Riverside,11678
Other,2000,California,Riverside,4918
Al Gore,2000,California,Sacramento,212792
George W. Bush,2000,California,Sacramento,195619
Ralph Nader,2000,California,Sacramento,17659
Other,2000,California,Sacramento,5480
Al Gore,2000,California,San Benito,9131
George W. Bush,2000,California,San Benito,7015
Ralph Nader,2000,California,San Benito,535
Other,2000,California,San Benito,150
Al Gore,2000,California,San Bernardino,214749
George W. Bush,2000,California,San Bernardino,221757
Ralph Nader,2000,California,San Bernardino,11775
Other,2000,California,San Bernardino,6612
Al Gore,2000,California,San Diego,437666
George W. Bush,2000,California,San Diego,475736
Ralph Nader,2000,California,San Diego,33979
Other,2000,California,San Diego,11253
Al Gore,2000,California,San Francisco,241578
George W. Bush,2000,California,San Francisco,51496
Ralph Nader,2000,California,San Francisco,24828
Other,2000,California,San Francisco,1884
Al Gore,2000,California,San Joaquin,79776
George W. Bush,2000,California,San Joaquin,81773
Ralph Nader,2000,California,San Joaquin,4195
Other,2000,California,San Joaquin,1495
Al Gore,2000,California,San Luis Obispo,44526
George W. Bush,2000,California,San Luis Obispo,56859
Ralph Nader,2000,California,San Luis Obispo,6523
Other,2000,California,San Luis Obispo,978
Al Gore,2000,California,San Mateo,166757
George W. Bush,2000,California,San Mateo,80296
Ralph Nader,2000,California,San Mateo,10433
Other,2000,California,San Mateo,1913
Al Gore,2000,California,Santa Barbara,73411
George W. Bush,2000,California,Santa Barbara,71493
Ralph Nader,2000,California,Santa Barbara,8664
Other,2000,California,Santa Barbara,1406
Al Gore,2000,California,Santa Clara,332490
George W. Bush,2000,California,Santa Clara,188750
Ralph Nader,2000,California,Santa Clara,19072
Other,2000,California,Santa Clara,7817
Al Gore,2000,California,Santa Cruz,66618
George W. Bush,2000,California,Santa Cruz,29627
Ralph Nader,2000,California,Santa Cruz,10844
Other,2000,California,Santa Cruz,1261
Al Gore,2000,California,Shasta,20127
George W. Bush,2000,California,Shasta,43278
Ralph Nader,2000,California,Shasta,2131
Other,2000,California,Shasta,1008
Al Gore,2000,California,Sierra,540
George W. Bush,2000,California,Sierra,1172
Ralph Nader,2000,California,Sierra,86
Other,2000,California,Sierra,49
Al Gore,2000,California,Siskiyou,6323
George W. Bush,2000,California,Siskiyou,12198
Ralph Nader,2000,California,Siskiyou,872
Other,2000,California,Siskiyou,426
Al Gore,2000,California,Solano,75116
George W. Bush,2000,California,Solano,51604
Ralph Nader,2000,California,Solano,3869
Other,2000,California,Solano,1146
Al Gore,2000,California,Sonoma,117295
George W. Bush,2000,California,Sonoma,63529
Ralph Nader,2000,California,Sonoma,14324
Other,2000,California,Sonoma,1858
Al Gore,2000,California,Stanislaus,56448
George W. Bush,2000,California,Stanislaus,67188
Ralph Nader,2000,California,Stanislaus,3398
Other,2000,California,Stanislaus,1233
Al Gore,2000,California,Sutter,8416
George W. Bush,2000,California,Sutter,17350
Ralph Nader,2000,California,Sutter,594
Other,2000,California,Sutter,204
Al Gore,2000,California,Tehama,6507
George W. Bush,2000,California,Tehama,13270
Ralph Nader,2000,California,Tehama,697
Other,2000,California,Tehama,380
Al Gore,2000,California,Trinity,1932
George W. Bush,2000,California,Trinity,3340
Ralph Nader,2000,California,Trinity,396
Other,2000,California,Trinity,129
Al Gore,2000,California,Tulare,33006
George W. Bush,2000,California,Tulare,54070
Ralph Nader,2000,California,Tulare,1834
Other,2000,California,Tulare,908
Al Gore,2000,California,Tuolumne,9359
George W. Bush,2000,California,Tuolumne,13172
Ralph Nader,2000,California,Tuolumne,949
Other,2000,California,Tuolumne,247
Al Gore,2000,California,Ventura,133258
George W. Bush,2000,California,Ventura,136173
Ralph Nader,2000,California,Ventura,10235
Other,2000,California,Ventura,3026
Al Gore,2000,California,Yolo,33747
George W. Bush,2000,California,Yolo,23057
Ralph Nader,2000,California,Yolo,4107
Other,2000,California,Yolo,525
Al Gore,2000,California,Yuba,5546
George W. Bush,2000,California,Yuba,9838
Ralph Nader,2000,California,Yuba,507
Other,2000,California,Yuba,236
Al Gore,2000,Colorado,Adams,54132
George W. Bush,2000,Colorado,Adams,47561
Ralph Nader,2000,Colorado,Adams,4165
Other,2000,Colorado,Adams,1994
Al Gore,2000,Colorado,Alamosa,2455
George W. Bush,2000,Colorado,Alamosa,2857
Ralph Nader,2000,Colorado,Alamosa,265
Other,2000,Colorado,Alamosa,82
Al Gore,2000,Colorado,Arapahoe,82614
George W. Bush,2000,Colorado,Arapahoe,97768
Ralph Nader,2000,Colorado,Arapahoe,6952
Other,2000,Colorado,Arapahoe,2608
Al Gore,2000,Colorado,Archuleta,1432
George W. Bush,2000,Colorado,Archuleta,2988
Ralph Nader,2000,Colorado,Archuleta,265
Other,2000,Colorado,Archuleta,73
Al Gore,2000,Colorado,Baca,531
George W. Bush,2000,Colorado,Baca,1663
Ralph Nader,2000,Colorado,Baca,47
Other,2000,Colorado,Baca,37
Al Gore,2000,Colorado,Bent,783
George W. Bush,2000,Colorado,Bent,1096
Ralph Nader,2000,Colorado,Bent,44
Other,2000,Colorado,Bent,40
Al Gore,2000,Colorado,Boulder,69983
George W. Bush,2000,Colorado,Boulder,50873
Ralph Nader,2000,Colorado,Boulder,16498
Other,2000,Colorado,Boulder,2272
Al Gore,2000,Colorado,Chaffee,2768
George W. Bush,2000,Colorado,Chaffee,4300
Ralph Nader,2000,Colorado,Chaffee,459
Other,2000,Colorado,Chaffee,83
Al Gore,2000,Colorado,Cheyenne,209
George W. Bush,2000,Colorado,Cheyenne,957
Ralph Nader,2000,Colorado,Cheyenne,22
Other,2000,Colorado,Cheyenne,24
Al Gore,2000,Colorado,Clear Creek,2188
George W. Bush,2000,Colorado,Clear Creek,2247
Ralph Nader,2000,Colorado,Clear Creek,354
Other,2000,Colorado,Clear Creek,135
Al Gore,2000,Colorado,Conejos,1749
George W. Bush,2000,Colorado,Conejos,1772
Ralph Nader,2000,Colorado,Conejos,79
Other,2000,Colorado,Conejos,71
Al Gore,2000,Colorado,Costilla,1054
George W. Bush,2000,Colorado,Costilla,504
Ralph Nader,2000,Colorado,Costilla,71
Other,2000,Colorado,Costilla,19
Al Gore,2000,Colorado,Crowley,511
George W. Bush,2000,Colorado,Crowley,855
Ralph Nader,2000,Colorado,Crowley,28
Other,2000,Colorado,Crowley,51
Al Gore,2000,Colorado,Custer,507
George W. Bush,2000,Colorado,Custer,1451
Ralph Nader,2000,Colorado,Custer,100
Other,2000,Colorado,Custer,53
Al Gore,2000,Colorado,Delta,3264
George W. Bush,2000,Colorado,Delta,8372
Ralph Nader,2000,Colorado,Delta,852
Other,2000,Colorado,Delta,198
Al Gore,2000,Colorado,Denver,122693
George W. Bush,2000,Colorado,Denver,61224
Ralph Nader,2000,Colorado,Denver,11624
Other,2000,Colorado,Denver,2806
Al Gore,2000,Colorado,Dolores,293
George W. Bush,2000,Colorado,Dolores,741
Ralph Nader,2000,Colorado,Dolores,73
Other,2000,Colorado,Dolores,27
Al Gore,2000,Colorado,Douglas,27076
George W. Bush,2000,Colorado,Douglas,56007
Ralph Nader,2000,Colorado,Douglas,2230
Other,2000,Colorado,Douglas,912
Al Gore,2000,Colorado,Eagle,6772
George W. Bush,2000,Colorado,Eagle,7165
Ralph Nader,2000,Colorado,Eagle,1045
Other,2000,Colorado,Eagle,206
Al Gore,2000,Colorado,Elbert,2326
George W. Bush,2000,Colorado,Elbert,6151
Ralph Nader,2000,Colorado,Elbert,292
Other,2000,Colorado,Elbert,196
Al Gore,2000,Colorado,El Paso,61799
George W. Bush,2000,Colorado,El Paso,128294
Ralph Nader,2000,Colorado,El Paso,7116
Other,2000,Colorado,El Paso,3548
Al Gore,2000,Colorado,Fremont,5293
George W. Bush,2000,Colorado,Fremont,9914
Ralph Nader,2000,Colorado,Fremont,516
Other,2000,Colorado,Fremont,333
Al Gore,2000,Colorado,Garfield,6087
George W. Bush,2000,Colorado,Garfield,9103
Ralph Nader,2000,Colorado,Garfield,1608
Other,2000,Colorado,Garfield,306
Al Gore,2000,Colorado,Gilpin,1099
George W. Bush,2000,Colorado,Gilpin,1006
Ralph Nader,2000,Colorado,Gilpin,276
Other,2000,Colorado,Gilpin,84
Al Gore,2000,Colorado,Grand,2308
George W. Bush,2000,Colorado,Grand,3570
Ralph Nader,2000,Colorado,Grand,366
Other,2000,Colorado,Grand,109
Al Gore,2000,Colorado,Gunnison,3059
George W. Bush,2000,Colorado,Gunnison,3128
Ralph Nader,2000,Colorado,Gunnison,927
Other,2000,Colorado,Gunnison,122
Al Gore,2000,Colorado,Hinsdale,188
George W. Bush,2000,Colorado,Hinsdale,316
Ralph Nader,2000,Colorado,Hinsdale,51
Other,2000,Colorado,Hinsdale,11
Al Gore,2000,Colorado,Huerfano,1495
George W. Bush,2000,Colorado,Huerfano,1466
Ralph Nader,2000,Colorado,Huerfano,169
Other,2000,Colorado,Huerfano,44
Al Gore,2000,Colorado,Jackson,173
George W. Bush,2000,Colorado,Jackson,682
Ralph Nader,2000,Colorado,Jackson,40
Other,2000,Colorado,Jackson,30
Al Gore,2000,Colorado,Jefferson,100970
George W. Bush,2000,Colorado,Jefferson,120138
Ralph Nader,2000,Colorado,Jefferson,10336
Other,2000,Colorado,Jefferson,4047
Al Gore,2000,Colorado,Kiowa,211
George W. Bush,2000,Colorado,Kiowa,728
Ralph Nader,2000,Colorado,Kiowa,13
Other,2000,Colorado,Kiowa,16
Al Gore,2000,Colorado,Kit Carson,809
George W. Bush,2000,Colorado,Kit Carson,2542
Ralph Nader,2000,Colorado,Kit Carson,58
Other,2000,Colorado,Kit Carson,49
Al Gore,2000,Colorado,Lake,1296
George W. Bush,2000,Colorado,Lake,1056
Ralph Nader,2000,Colorado,Lake,213
Other,2000,Colorado,Lake,63
Al Gore,2000,Colorado,La Plata,7864
George W. Bush,2000,Colorado,La Plata,9993
Ralph Nader,2000,Colorado,La Plata,2378
Other,2000,Colorado,La Plata,255
Al Gore,2000,Colorado,Larimer,46055
George W. Bush,2000,Colorado,Larimer,62429
Ralph Nader,2000,Colorado,Larimer,8194
Other,2000,Colorado,Larimer,1859
Al Gore,2000,Colorado,Las Animas,3243
George W. Bush,2000,Colorado,Las Animas,2569
Ralph Nader,2000,Colorado,Las Animas,199
Other,2000,Colorado,Las Animas,83
Al Gore,2000,Colorado,Lincoln,510
George W. Bush,2000,Colorado,Lincoln,1630
Ralph Nader,2000,Colorado,Lincoln,27
Other,2000,Colorado,Lincoln,32
Al Gore,2000,Colorado,Logan,2296
George W. Bush,2000,Colorado,Logan,5531
Ralph Nader,2000,Colorado,Logan,140
Other,2000,Colorado,Logan,129
Al Gore,2000,Colorado,Mesa,15465
George W. Bush,2000,Colorado,Mesa,32396
Ralph Nader,2000,Colorado,Mesa,2235
Other,2000,Colorado,Mesa,958
Al Gore,2000,Colorado,Mineral,168
George W. Bush,2000,Colorado,Mineral,294
Ralph Nader,2000,Colorado,Mineral,19
Other,2000,Colorado,Mineral,5
Al Gore,2000,Colorado,Moffat,1223
George W. Bush,2000,Colorado,Moffat,3840
Ralph Nader,2000,Colorado,Moffat,169
Other,2000,Colorado,Moffat,105
Al Gore,2000,Colorado,Montezuma,2556
George W. Bush,2000,Colorado,Montezuma,6158
Ralph Nader,2000,Colorado,Montezuma,530
Other,2000,Colorado,Montezuma,140
Al Gore,2000,Colorado,Montrose,4041
George W. Bush,2000,Colorado,Montrose,9266
Ralph Nader,2000,Colorado,Montrose,656
Other,2000,Colorado,Montrose,252
Al Gore,2000,Colorado,Morgan,2885
George W. Bush,2000,Colorado,Morgan,5722
Ralph Nader,2000,Colorado,Morgan,211
Other,2000,Colorado,Morgan,180
Al Gore,2000,Colorado,Otero,2963
George W. Bush,2000,Colorado,Otero,4082
Ralph Nader,2000,Colorado,Otero,138
Other,2000,Colorado,Otero,129
Al Gore,2000,Colorado,Ouray,705
George W. Bush,2000,Colorado,Ouray,1279
Ralph Nader,2000,Colorado,Ouray,224
Other,2000,Colorado,Ouray,25
Al Gore,2000,Colorado,Park,2393
George W. Bush,2000,Colorado,Park,3677
Ralph Nader,2000,Colorado,Park,404
Other,2000,Colorado,Park,191
Al Gore,2000,Colorado,Phillips,564
George W. Bush,2000,Colorado,Phillips,1573
Ralph Nader,2000,Colorado,Phillips,48
Other,2000,Colorado,Phillips,35
Al Gore,2000,Colorado,Pitkin,4137
George W. Bush,2000,Colorado,Pitkin,2565
Ralph Nader,2000,Colorado,Pitkin,1013
Other,2000,Colorado,Pitkin,85
Al Gore,2000,Colorado,Prowers,1361
George W. Bush,2000,Colorado,Prowers,3026
Ralph Nader,2000,Colorado,Prowers,79
Other,2000,Colorado,Prowers,58
Al Gore,2000,Colorado,Pueblo,28888
George W. Bush,2000,Colorado,Pueblo,22827
Ralph Nader,2000,Colorado,Pueblo,1520
Other,2000,Colorado,Pueblo,711
Al Gore,2000,Colorado,Rio Blanco,543
George W. Bush,2000,Colorado,Rio Blanco,2185
Ralph Nader,2000,Colorado,Rio Blanco,85
Other,2000,Colorado,Rio Blanco,42
Al Gore,2000,Colorado,Rio Grande,1707
George W. Bush,2000,Colorado,Rio Grande,3111
Ralph Nader,2000,Colorado,Rio Grande,179
Other,2000,Colorado,Rio Grande,78
Al Gore,2000,Colorado,Routt,4208
George W. Bush,2000,Colorado,Routt,4472
Ralph Nader,2000,Colorado,Routt,820
Other,2000,Colorado,Routt,138
Al Gore,2000,Colorado,Saguache,1145
George W. Bush,2000,Colorado,Saguache,1078
Ralph Nader,2000,Colorado,Saguache,261
Other,2000,Colorado,Saguache,45
Al Gore,2000,Colorado,San Juan,149
George W. Bush,2000,Colorado,San Juan,210
Ralph Nader,2000,Colorado,San Juan,58
Other,2000,Colorado,San Juan,19
Al Gore,2000,Colorado,San Miguel,1598
George W. Bush,2000,Colorado,San Miguel,1043
Ralph Nader,2000,Colorado,San Miguel,560
Other,2000,Colorado,San Miguel,54
Al Gore,2000,Colorado,Sedgwick,384
George W. Bush,2000,Colorado,Sedgwick,877
Ralph Nader,2000,Colorado,Sedgwick,25
Other,2000,Colorado,Sedgwick,17
Al Gore,2000,Colorado,Summit,5304
George W. Bush,2000,Colorado,Summit,4497
Ralph Nader,2000,Colorado,Summit,1131
Other,2000,Colorado,Summit,136
Al Gore,2000,Colorado,Teller,2750
George W. Bush,2000,Colorado,Teller,6477
Ralph Nader,2000,Colorado,Teller,429
Other,2000,Colorado,Teller,191
Al Gore,2000,Colorado,Washington,477
George W. Bush,2000,Colorado,Washington,1878
Ralph Nader,2000,Colorado,Washington,50
Other,2000,Colorado,Washington,40
Al Gore,2000,Colorado,Weld,23436
George W. Bush,2000,Colorado,Weld,37409
Ralph Nader,2000,Colorado,Weld,2438
Other,2000,Colorado,Weld,1258
Al Gore,2000,Colorado,Yuma,1082
George W. Bush,2000,Colorado,Yuma,3156
Ralph Nader,2000,Colorado,Yuma,60
Other,2000,Colorado,Yuma,60
Al Gore,2000,Connecticut,Fairfield,193769
George W. Bush,2000,Connecticut,Fairfield,159659
Ralph Nader,2000,Connecticut,Fairfield,12664
Other,2000,Connecticut,Fairfield,4197
Al Gore,2000,Connecticut,Hartford,221167
George W. Bush,2000,Connecticut,Hartford,127468
Ralph Nader,2000,Connecticut,Hartford,14214
Other,2000,Connecticut,Hartford,4707
Al Gore,2000,Connecticut,Litchfield,41806
George W. Bush,2000,Connecticut,Litchfield,39172
Ralph Nader,2000,Connecticut,Litchfield,5413
Other,2000,Connecticut,Litchfield,947
Al Gore,2000,Connecticut,Middlesex,43319
George W. Bush,2000,Connecticut,Middlesex,29295
Ralph Nader,2000,Connecticut,Middlesex,4039
Other,2000,Connecticut,Middlesex,780
Al Gore,2000,Connecticut,New Haven,197928
George W. Bush,2000,Connecticut,New Haven,122919
Ralph Nader,2000,Connecticut,New Haven,15567
Other,2000,Connecticut,New Haven,4685
Al Gore,2000,Connecticut,New London,60449
George W. Bush,2000,Connecticut,New London,41168
Ralph Nader,2000,Connecticut,New London,6218
Other,2000,Connecticut,New London,1312
Al Gore,2000,Connecticut,Tolland,33554
George W. Bush,2000,Connecticut,Tolland,24705
Ralph Nader,2000,Connecticut,Tolland,3711
Other,2000,Connecticut,Tolland,730
Al Gore,2000,Connecticut,Windham,24023
George W. Bush,2000,Connecticut,Windham,16708
Ralph Nader,2000,Connecticut,Windham,2626
Other,2000,Connecticut,Windham,606
Al Gore,2000,Delaware,Kent,22790
George W. Bush,2000,Delaware,Kent,24081
Ralph Nader,2000,Delaware,Kent,1082
Other,2000,Delaware,Kent,294
Al Gore,2000,Delaware,New Castle,127539
George W. Bush,2000,Delaware,New Castle,78587
Ralph Nader,2000,Delaware,New Castle,5767
Other,2000,Delaware,New Castle,1102
Al Gore,2000,Delaware,Sussex,29739
George W. Bush,2000,Delaware,Sussex,34620
Ralph Nader,2000,Delaware,Sussex,1458
Other,2000,Delaware,Sussex,470
Al Gore,2000,District of Columbia,District of Columbia,171923
George W. Bush,2000,District of Columbia,District of Columbia,18073
Ralph Nader,2000,District of Columbia,District of Columbia,10576
Other,2000,District of Columbia,District of Columbia,1322
Al Gore,2000,Florida,Alachua,47365
George W. Bush,2000,Florida,Alachua,34124
Ralph Nader,2000,Florida,Alachua,3226
Other,2000,Florida,Alachua,1014
Al Gore,2000,Florida,Baker,2392
George W. Bush,2000,Florida,Baker,5610
Ralph Nader,2000,Florida,Baker,53
Other,2000,Florida,Baker,99
Al Gore,2000,Florida,Bay,18850
George W. Bush,2000,Florida,Bay,38637
Ralph Nader,2000,Florida,Bay,828
Other,2000,Florida,Bay,490
Al Gore,2000,Florida,Bradford,3075
George W. Bush,2000,Florida,Bradford,5414
Ralph Nader,2000,Florida,Bradford,84
Other,2000,Florida,Bradford,100
Al Gore,2000,Florida,Brevard,97318
George W. Bush,2000,Florida,Brevard,115185
Ralph Nader,2000,Florida,Brevard,4470
Other,2000,Florida,Brevard,1422
Al Gore,2000,Florida,Broward,387703
George W. Bush,2000,Florida,Broward,177902
Ralph Nader,2000,Florida,Broward,7104
Other,2000,Florida,Broward,2434
Al Gore,2000,Florida,Calhoun,2155
George W. Bush,2000,Florida,Calhoun,2873
Ralph Nader,2000,Florida,Calhoun,39
Other,2000,Florida,Calhoun,107
Al Gore,2000,Florida,Charlotte,29645
George W. Bush,2000,Florida,Charlotte,35426
Ralph Nader,2000,Florida,Charlotte,1462
Other,2000,Florida,Charlotte,363
Al Gore,2000,Florida,Citrus,25525
George W. Bush,2000,Florida,Citrus,29767
Ralph Nader,2000,Florida,Citrus,1379
Other,2000,Florida,Citrus,535
Al Gore,2000,Florida,Clay,14632
George W. Bush,2000,Florida,Clay,41736
Ralph Nader,2000,Florida,Clay,562
Other,2000,Florida,Clay,423
Al Gore,2000,Florida,Collier,29921
George W. Bush,2000,Florida,Collier,60450
Ralph Nader,2000,Florida,Collier,1400
Other,2000,Florida,Collier,391
Al Gore,2000,Florida,Columbia,7047
George W. Bush,2000,Florida,Columbia,10964
Ralph Nader,2000,Florida,Columbia,258
Other,2000,Florida,Columbia,239
Al Gore,2000,Florida,Desoto,3320
George W. Bush,2000,Florida,Desoto,4256
Ralph Nader,2000,Florida,Desoto,157
Other,2000,Florida,Desoto,84
